run,subj_id,question_name,response_str
run2,P166,gender,male
run2,P167,gender,male
run2,P168,gender,male
run2,P169,gender,female
run2,P170,gender,female
run2,P171,gender,female
run2,P172,gender,female
run2,P173,gender,female
run2,P174,gender,male
run2,P175,gender,female
run2,P176,gender,female
run2,P177,gender,male
run2,P178,gender,female
run2,P179,gender,female
run2,P180,gender,male
run2,P181,gender,male
run2,P182,gender,male
run2,P183,gender,male
run2,P184,gender,male
run2,P185,gender,female
run2,P186,gender,male
run2,P187,gender,female
run2,P188,gender,male
run2,P189,gender,male
run2,P190,gender,female
run2,P191,gender,male
run2,P192,gender,male
run2,P193,gender,female
run2,P194,gender,male
run2,P195,gender,male
run2,P196,gender,female
run2,P197,gender,female
run2,P198,gender,male
run2,P199,gender,male
run2,P200,gender,female
run2,P201,gender,other
run2,P202,gender,male
run2,P203,gender,female
run2,P204,gender,male
run2,P205,gender,female
run2,P206,gender,male
run2,P207,gender,female
run2,P208,gender,female
run2,P209,gender,female
run2,P210,gender,male
run2,P211,gender,female
run2,P212,gender,female
run2,P213,gender,male
run2,P214,gender,female
run2,P215,gender,male
run2,P216,gender,male
run2,P217,gender,female
run2,P218,gender,female
run2,P219,gender,male
run2,P220,gender,female
run2,P221,gender,male
run2,P222,gender,male
run2,P223,gender,male
run2,P224,gender,female
run2,P225,gender,male
run2,P226,gender,male
run2,P227,gender,male
run2,P228,gender,male
run2,P229,gender,male
run2,P230,gender,female
run2,P231,gender,female
run2,P232,gender,female
run2,P233,gender,female
run2,P234,gender,male
run2,P235,gender,male
run2,P236,gender,female
run2,P237,gender,male
run2,P238,gender,male
run2,P239,gender,female
run2,P240,gender,female
run2,P241,gender,male
run2,P242,gender,female
run2,P243,gender,female
run2,P244,gender,male
run2,P245,gender,male
run2,P246,gender,female
run2,P247,gender,male
run2,P248,gender,male
run2,P249,gender,female
run2,P250,gender,female
run2,P251,gender,male
run2,P252,gender,female
run2,P253,gender,male
run2,P254,gender,male
run2,P255,gender,male
run2,P256,gender,female
run2,P257,gender,female
run2,P258,gender,female
run2,P259,gender,male
run2,P260,gender,female
run2,P261,gender,male
run2,P262,gender,male
run2,P263,gender,female
run2,P264,gender,female
run2,P265,gender,male
run2,P266,gender,male
run2,P267,gender,female
run2,P268,gender,female
run2,P269,gender,male
run2,P270,gender,female
run2,P271,gender,male
run2,P272,gender,male
run2,P273,gender,female
run2,P274,gender,male
run2,P275,gender,female
run2,P276,gender,male
run2,P277,gender,male
run2,P278,gender,male
run2,P279,gender,female
run2,P280,gender,male
run2,P281,gender,female
run2,P282,gender,other
run2,P283,gender,male
run2,P284,gender,male
run2,P285,gender,male
run2,P286,gender,male
run2,P287,gender,male
run2,P288,gender,female
run2,P289,gender,male
run2,P290,gender,female
run2,P291,gender,female
run2,P292,gender,female
run2,P293,gender,male
run2,P294,gender,male
run2,P295,gender,female
run2,P296,gender,male
run2,P297,gender,female
run2,P298,gender,female
run2,P299,gender,male
run2,P300,gender,male
run2,P301,gender,male
run2,P302,gender,female
run2,P303,gender,male
run2,P304,gender,female
run2,P305,gender,female
run2,P306,gender,female
run2,P307,gender,male
run2,P308,gender,male
run2,P309,gender,male
run2,P310,gender,female
run2,P311,gender,female
run2,P312,gender,male
run2,P313,gender,male
run2,P314,gender,male
run2,P315,gender,male
run2,P316,gender,female
run2,P317,gender,male
run2,P318,gender,female
run2,P319,gender,female
run2,P320,gender,male
run2,P321,gender,male
run2,P322,gender,female
run2,P323,gender,male
run2,P324,gender,male
run2,P325,gender,female
run2,P326,gender,male
run2,P327,gender,female
run2,P328,gender,female
run2,P329,gender,female
run2,P330,gender,female
run2,P331,gender,female
run2,P332,gender,female
run2,P333,gender,female
run2,P334,gender,female
run2,P335,gender,female
run2,P165,native,1
run2,P166,native,1
run2,P167,native,1
run2,P168,native,1
run2,P169,native,1
run2,P170,native,1
run2,P171,native,1
run2,P172,native,1
run2,P173,native,1
run2,P174,native,1
run2,P175,native,1
run2,P176,native,1
run2,P177,native,1
run2,P178,native,1
run2,P179,native,1
run2,P180,native,1
run2,P181,native,1
run2,P182,native,1
run2,P183,native,1
run2,P184,native,1
run2,P185,native,1
run2,P186,native,1
run2,P187,native,1
run2,P188,native,1
run2,P189,native,1
run2,P190,native,1
run2,P191,native,1
run2,P192,native,1
run2,P193,native,1
run2,P194,native,1
run2,P195,native,1
run2,P196,native,1
run2,P197,native,1
run2,P198,native,1
run2,P199,native,1
run2,P200,native,1
run2,P201,native,1
run2,P202,native,1
run2,P203,native,1
run2,P204,native,1
run2,P205,native,1
run2,P206,native,1
run2,P207,native,1
run2,P208,native,1
run2,P209,native,0
run2,P210,native,1
run2,P211,native,1
run2,P212,native,1
run2,P213,native,1
run2,P214,native,1
run2,P215,native,1
run2,P216,native,1
run2,P217,native,1
run2,P218,native,1
run2,P219,native,1
run2,P220,native,1
run2,P221,native,1
run2,P222,native,1
run2,P223,native,1
run2,P224,native,1
run2,P225,native,1
run2,P226,native,1
run2,P227,native,0
run2,P228,native,1
run2,P229,native,1
run2,P230,native,0
run2,P231,native,1
run2,P232,native,1
run2,P233,native,1
run2,P234,native,1
run2,P235,native,1
run2,P236,native,1
run2,P237,native,1
run2,P238,native,1
run2,P239,native,1
run2,P240,native,1
run2,P241,native,1
run2,P242,native,1
run2,P243,native,1
run2,P244,native,1
run2,P245,native,1
run2,P246,native,1
run2,P247,native,1
run2,P248,native,1
run2,P249,native,1
run2,P250,native,1
run2,P251,native,1
run2,P252,native,1
run2,P253,native,1
run2,P254,native,1
run2,P255,native,1
run2,P256,native,1
run2,P257,native,1
run2,P258,native,1
run2,P259,native,1
run2,P260,native,1
run2,P261,native,1
run2,P262,native,1
run2,P263,native,1
run2,P264,native,1
run2,P265,native,1
run2,P266,native,1
run2,P267,native,1
run2,P268,native,1
run2,P269,native,1
run2,P270,native,1
run2,P271,native,1
run2,P272,native,1
run2,P273,native,1
run2,P274,native,1
run2,P275,native,1
run2,P276,native,1
run2,P277,native,1
run2,P278,native,1
run2,P279,native,1
run2,P280,native,1
run2,P281,native,1
run2,P282,native,1
run2,P283,native,1
run2,P284,native,1
run2,P285,native,1
run2,P286,native,1
run2,P287,native,1
run2,P288,native,1
run2,P289,native,1
run2,P290,native,1
run2,P291,native,1
run2,P292,native,1
run2,P293,native,1
run2,P294,native,1
run2,P295,native,1
run2,P296,native,1
run2,P297,native,1
run2,P298,native,1
run2,P299,native,1
run2,P300,native,1
run2,P301,native,1
run2,P302,native,1
run2,P303,native,1
run2,P304,native,1
run2,P305,native,1
run2,P306,native,1
run2,P307,native,1
run2,P308,native,1
run2,P309,native,1
run2,P310,native,1
run2,P311,native,1
run2,P312,native,1
run2,P313,native,1
run2,P314,native,1
run2,P315,native,1
run2,P316,native,1
run2,P317,native,1
run2,P318,native,1
run2,P319,native,1
run2,P320,native,1
run2,P321,native,1
run2,P322,native,1
run2,P323,native,1
run2,P324,native,1
run2,P325,native,1
run2,P326,native,1
run2,P327,native,1
run2,P328,native,1
run2,P329,native,1
run2,P330,native,1
run2,P331,native,1
run2,P332,native,1
run2,P333,native,1
run2,P334,native,1
run2,P335,native,1
run2,P165,languages,none
run2,P166,languages,none
run2,P167,languages,none
run2,P168,languages,spanish
run2,P169,languages,NA
run2,P170,languages,spanish
run2,P171,languages,none
run2,P172,languages,none
run2,P173,languages,japanese
run2,P174,languages,none
run2,P175,languages,none
run2,P176,languages,none
run2,P177,languages,none
run2,P178,languages,"spanish, chinese"
run2,P179,languages,none
run2,P180,languages,none
run2,P181,languages,none
run2,P182,languages,none
run2,P183,languages,none
run2,P184,languages,NA
run2,P185,languages,nonr
run2,P186,languages,none
run2,P187,languages,english
run2,P188,languages,vietnamese
run2,P189,languages,NA
run2,P190,languages,NA
run2,P191,languages,none
run2,P192,languages,none
run2,P193,languages,none
run2,P194,languages,none
run2,P195,languages,n/a
run2,P196,languages,none
run2,P197,languages,none
run2,P198,languages,"german, spanish"
run2,P199,languages,none
run2,P200,languages,none
run2,P201,languages,none
run2,P202,languages,none
run2,P203,languages,none
run2,P204,languages,none
run2,P205,languages,none
run2,P206,languages,none
run2,P207,languages,none
run2,P208,languages,spanish
run2,P209,languages,spanish
run2,P210,languages,none
run2,P211,languages,none
run2,P212,languages,none
run2,P213,languages,none
run2,P214,languages,none
run2,P215,languages,none
run2,P216,languages,none
run2,P217,languages,none
run2,P218,languages,none
run2,P219,languages,none
run2,P220,languages,none
run2,P221,languages,none
run2,P222,languages,none
run2,P223,languages,none
run2,P224,languages,spanish
run2,P225,languages,NA
run2,P226,languages,none
run2,P227,languages,turkÄ±sh
run2,P228,languages,spanish
run2,P229,languages,none
run2,P230,languages,serbian
run2,P231,languages,none
run2,P232,languages,none
run2,P233,languages,none
run2,P234,languages,none
run2,P235,languages,none
run2,P236,languages,none
run2,P237,languages,none
run2,P238,languages,none
run2,P239,languages,none
run2,P240,languages,none
run2,P241,languages,none
run2,P242,languages,"italian, french, german, spanish (none fluently)"
run2,P243,languages,none
run2,P244,languages,none
run2,P245,languages,none
run2,P246,languages,none
run2,P247,languages,none
run2,P248,languages,none
run2,P249,languages,none
run2,P250,languages,none
run2,P251,languages,none
run2,P252,languages,none
run2,P253,languages,none
run2,P254,languages,none
run2,P255,languages,none
run2,P256,languages,english
run2,P257,languages,NA
run2,P258,languages,none
run2,P259,languages,none
run2,P260,languages,none
run2,P261,languages,none
run2,P262,languages,none
run2,P263,languages,none
run2,P264,languages,none
run2,P265,languages,"german, spanish, mandarin"
run2,P266,languages,none
run2,P267,languages,none
run2,P268,languages,nine
run2,P269,languages,none
run2,P270,languages,none
run2,P271,languages,french
run2,P272,languages,none
run2,P273,languages,none
run2,P274,languages,"german, french"
run2,P275,languages,none
run2,P276,languages,none
run2,P277,languages,NA
run2,P278,languages,none
run2,P279,languages,none
run2,P280,languages,none
run2,P281,languages,none
run2,P282,languages,NA
run2,P283,languages,none
run2,P284,languages,none
run2,P285,languages,none
run2,P286,languages,none
run2,P287,languages,none
run2,P288,languages,none
run2,P289,languages,spanish
run2,P290,languages,french
run2,P291,languages,none
run2,P292,languages,none
run2,P293,languages,NA
run2,P294,languages,spanish
run2,P295,languages,none
run2,P296,languages,none
run2,P297,languages,none
run2,P298,languages,none
run2,P299,languages,none
run2,P300,languages,none
run2,P301,languages,none
run2,P302,languages,none.
run2,P303,languages,none
run2,P304,languages,none
run2,P305,languages,none
run2,P306,languages,french
run2,P307,languages,NA
run2,P308,languages,none
run2,P309,languages,none
run2,P310,languages,none
run2,P311,languages,none
run2,P312,languages,none
run2,P313,languages,none
run2,P314,languages,none
run2,P315,languages,none
run2,P316,languages,none
run2,P317,languages,none
run2,P318,languages,none
run2,P319,languages,arabic
run2,P320,languages,none
run2,P321,languages,"korean, spanish"
run2,P322,languages,spanish
run2,P323,languages,none
run2,P324,languages,none
run2,P325,languages,none
run2,P326,languages,none
run2,P327,languages,none
run2,P328,languages,none
run2,P329,languages,none
run2,P330,languages,none
run2,P331,languages,none
run2,P332,languages,spanish
run2,P333,languages,none
run2,P334,languages,none
run2,P335,languages,none
run2,P165,age,57
run2,P166,age,38
run2,P167,age,34
run2,P168,age,25
run2,P169,age,60
run2,P170,age,29
run2,P171,age,25
run2,P172,age,33
run2,P173,age,42
run2,P174,age,45
run2,P175,age,24
run2,P176,age,35
run2,P177,age,38
run2,P178,age,24
run2,P179,age,33
run2,P180,age,36
run2,P181,age,43
run2,P182,age,33
run2,P183,age,25
run2,P184,age,35
run2,P185,age,74
run2,P186,age,32
run2,P187,age,56
run2,P188,age,24
run2,P189,age,37
run2,P190,age,62
run2,P191,age,34
run2,P192,age,51
run2,P193,age,NA
run2,P194,age,27
run2,P195,age,27
run2,P196,age,37
run2,P197,age,50
run2,P198,age,52
run2,P199,age,59
run2,P200,age,39
run2,P201,age,33
run2,P202,age,26
run2,P203,age,39
run2,P204,age,35
run2,P205,age,46
run2,P206,age,35
run2,P207,age,45
run2,P208,age,30
run2,P209,age,25
run2,P210,age,37
run2,P211,age,39
run2,P212,age,51
run2,P213,age,NA
run2,P214,age,31
run2,P215,age,46
run2,P216,age,36
run2,P217,age,27
run2,P218,age,25
run2,P219,age,40
run2,P220,age,30
run2,P221,age,31
run2,P222,age,32
run2,P223,age,32
run2,P224,age,32
run2,P225,age,28
run2,P226,age,43
run2,P227,age,32
run2,P228,age,28
run2,P229,age,41
run2,P230,age,37
run2,P231,age,70
run2,P232,age,42
run2,P233,age,35
run2,P234,age,38
run2,P235,age,42
run2,P236,age,22
run2,P237,age,43
run2,P238,age,33
run2,P239,age,31
run2,P240,age,36
run2,P241,age,NA
run2,P242,age,59
run2,P243,age,48
run2,P244,age,55
run2,P245,age,38
run2,P246,age,44
run2,P247,age,42
run2,P248,age,36
run2,P249,age,26
run2,P250,age,56
run2,P251,age,30
run2,P252,age,55
run2,P253,age,56
run2,P254,age,46
run2,P255,age,42
run2,P256,age,NA
run2,P257,age,54
run2,P258,age,31
run2,P259,age,33
run2,P260,age,29
run2,P261,age,28
run2,P262,age,70
run2,P263,age,25
run2,P264,age,72
run2,P265,age,30
run2,P266,age,21
run2,P267,age,27
run2,P268,age,50
run2,P269,age,29
run2,P270,age,32
run2,P271,age,30
run2,P272,age,37
run2,P273,age,38
run2,P274,age,25
run2,P275,age,32
run2,P276,age,28
run2,P277,age,52
run2,P278,age,38
run2,P279,age,48
run2,P280,age,34
run2,P281,age,43
run2,P282,age,40
run2,P283,age,45
run2,P284,age,50
run2,P285,age,61
run2,P286,age,21
run2,P287,age,34
run2,P288,age,34
run2,P289,age,24
run2,P290,age,34
run2,P291,age,44
run2,P292,age,26
run2,P293,age,49
run2,P294,age,31
run2,P295,age,28
run2,P296,age,32
run2,P297,age,29
run2,P298,age,28
run2,P299,age,33
run2,P300,age,24
run2,P301,age,42
run2,P302,age,37
run2,P303,age,28
run2,P304,age,29
run2,P305,age,24
run2,P306,age,57
run2,P307,age,38
run2,P308,age,30
run2,P309,age,30
run2,P310,age,35
run2,P311,age,25
run2,P312,age,40
run2,P313,age,28
run2,P314,age,26
run2,P315,age,31
run2,P316,age,37
run2,P317,age,31
run2,P318,age,29
run2,P319,age,38
run2,P320,age,48
run2,P321,age,50
run2,P322,age,25
run2,P323,age,44
run2,P324,age,58
run2,P325,age,55
run2,P326,age,29
run2,P327,age,36
run2,P328,age,26
run2,P329,age,27
run2,P330,age,51
run2,P331,age,32
run2,P332,age,26
run2,P333,age,32
run2,P334,age,28
run2,P335,age,42
run2,P165,education,5
run2,P166,education,5
run2,P167,education,5
run2,P168,education,6
run2,P169,education,2
run2,P170,education,5
run2,P171,education,5
run2,P172,education,5
run2,P173,education,5
run2,P174,education,3
run2,P175,education,6
run2,P176,education,2
run2,P177,education,2
run2,P178,education,5
run2,P179,education,5
run2,P180,education,2
run2,P181,education,3
run2,P182,education,5
run2,P183,education,2
run2,P184,education,5
run2,P185,education,3
run2,P186,education,5
run2,P187,education,4
run2,P188,education,5
run2,P189,education,4
run2,P190,education,5
run2,P191,education,2
run2,P192,education,3
run2,P193,education,5
run2,P194,education,3
run2,P195,education,5
run2,P196,education,5
run2,P197,education,2
run2,P198,education,6
run2,P199,education,3
run2,P200,education,5
run2,P201,education,5
run2,P202,education,4
run2,P203,education,5
run2,P204,education,5
run2,P205,education,5
run2,P206,education,5
run2,P207,education,2
run2,P208,education,3
run2,P209,education,3
run2,P210,education,3
run2,P211,education,3
run2,P212,education,3
run2,P213,education,5
run2,P214,education,5
run2,P215,education,5
run2,P216,education,2
run2,P217,education,5
run2,P218,education,4
run2,P219,education,5
run2,P220,education,2
run2,P221,education,2
run2,P222,education,5
run2,P223,education,3
run2,P224,education,5
run2,P225,education,5
run2,P226,education,3
run2,P227,education,5
run2,P228,education,3
run2,P229,education,2
run2,P230,education,5
run2,P231,education,2
run2,P232,education,5
run2,P233,education,5
run2,P234,education,2
run2,P235,education,5
run2,P236,education,5
run2,P237,education,5
run2,P238,education,3
run2,P239,education,3
run2,P240,education,2
run2,P241,education,5
run2,P242,education,6
run2,P243,education,3
run2,P244,education,5
run2,P245,education,5
run2,P246,education,3
run2,P247,education,3
run2,P248,education,3
run2,P249,education,5
run2,P250,education,5
run2,P251,education,4
run2,P252,education,3
run2,P253,education,3
run2,P254,education,3
run2,P255,education,3
run2,P256,education,5
run2,P257,education,4
run2,P258,education,3
run2,P259,education,6
run2,P260,education,5
run2,P261,education,5
run2,P262,education,5
run2,P263,education,2
run2,P264,education,3
run2,P265,education,5
run2,P266,education,3
run2,P267,education,4
run2,P268,education,5
run2,P269,education,3
run2,P270,education,3
run2,P271,education,5
run2,P272,education,5
run2,P273,education,3
run2,P274,education,5
run2,P275,education,3
run2,P276,education,4
run2,P277,education,5
run2,P278,education,5
run2,P279,education,5
run2,P280,education,2
run2,P281,education,NA
run2,P282,education,5
run2,P283,education,3
run2,P284,education,2
run2,P285,education,5
run2,P286,education,3
run2,P287,education,5
run2,P288,education,5
run2,P289,education,5
run2,P290,education,6
run2,P291,education,3
run2,P292,education,3
run2,P293,education,5
run2,P294,education,5
run2,P295,education,5
run2,P296,education,6
run2,P297,education,5
run2,P298,education,5
run2,P299,education,2
run2,P300,education,5
run2,P301,education,5
run2,P302,education,4
run2,P303,education,3
run2,P304,education,4
run2,P305,education,5
run2,P306,education,5
run2,P307,education,5
run2,P308,education,2
run2,P309,education,6
run2,P310,education,5
run2,P311,education,4
run2,P312,education,5
run2,P313,education,5
run2,P314,education,2
run2,P315,education,5
run2,P316,education,5
run2,P317,education,5
run2,P318,education,5
run2,P319,education,2
run2,P320,education,5
run2,P321,education,6
run2,P322,education,5
run2,P323,education,5
run2,P324,education,4
run2,P325,education,2
run2,P326,education,3
run2,P327,education,4
run2,P328,education,2
run2,P329,education,3
run2,P330,education,5
run2,P331,education,3
run2,P332,education,3
run2,P333,education,3
run2,P334,education,2
run2,P335,education,5
run2,P165,comments,NA
run2,P166,comments,NA
run2,P167,comments,NA
run2,P168,comments,thank you :)
run2,P169,comments,NA
run2,P170,comments,"accidentally missed the first attention check, pressed 3 on accident."
run2,P171,comments,go badgers
run2,P172,comments,NA
run2,P173,comments,NA
run2,P174,comments,NA
run2,P175,comments,NA
run2,P176,comments,NA
run2,P177,comments,it was a interesting study to take part in.
run2,P178,comments,NA
run2,P179,comments,NA
run2,P180,comments,NA
run2,P181,comments,NA
run2,P182,comments,NA
run2,P183,comments,NA
run2,P184,comments,NA
run2,P185,comments,that was a bit difficult.
run2,P186,comments,NA
run2,P187,comments,great study
run2,P188,comments,NA
run2,P189,comments,NA
run2,P190,comments,NA
run2,P191,comments,NA
run2,P192,comments,NA
run2,P193,comments,NA
run2,P194,comments,NA
run2,P195,comments,NA
run2,P196,comments,NA
run2,P197,comments,NA
run2,P198,comments,NA
run2,P199,comments,NA
run2,P200,comments,NA
run2,P201,comments,just that your attention checks were odd. i'd prefer you just telling me what number you want clicked. :p
run2,P202,comments,NA
run2,P203,comments,NA
run2,P204,comments,NA
run2,P205,comments,NA
run2,P206,comments,none
run2,P207,comments,i think in many instances it would depend on context
run2,P208,comments,NA
run2,P209,comments,interesting! thanks
run2,P210,comments,almost none of the words are considered a gender-ed word.
run2,P211,comments,i have no comments.
run2,P212,comments,NA
run2,P213,comments,NA
run2,P214,comments,NA
run2,P215,comments,NA
run2,P216,comments,NA
run2,P217,comments,NA
run2,P218,comments,NA
run2,P219,comments,NA
run2,P220,comments,NA
run2,P221,comments,NA
run2,P222,comments,NA
run2,P223,comments,great study
run2,P224,comments,NA
run2,P225,comments,NA
run2,P226,comments,NA
run2,P227,comments,none
run2,P228,comments,thank you!
run2,P229,comments,NA
run2,P230,comments,NA
run2,P231,comments,NA
run2,P232,comments,NA
run2,P233,comments,NA
run2,P234,comments,NA
run2,P235,comments,NA
run2,P236,comments,NA
run2,P237,comments,NA
run2,P238,comments,NA
run2,P239,comments,NA
run2,P240,comments,NA
run2,P241,comments,NA
run2,P242,comments,NA
run2,P243,comments,NA
run2,P244,comments,NA
run2,P245,comments,NA
run2,P246,comments,NA
run2,P247,comments,thank you
run2,P248,comments,NA
run2,P249,comments,NA
run2,P250,comments,NA
run2,P251,comments,NA
run2,P252,comments,NA
run2,P253,comments,NA
run2,P254,comments,NA
run2,P255,comments,NA
run2,P256,comments,NA
run2,P257,comments,NA
run2,P258,comments,NA
run2,P259,comments,NA
run2,P260,comments,NA
run2,P261,comments,thanks
run2,P262,comments,none at this time
run2,P263,comments,NA
run2,P264,comments,NA
run2,P265,comments,NA
run2,P266,comments,NA
run2,P267,comments,NA
run2,P268,comments,NA
run2,P269,comments,NA
run2,P270,comments,NA
run2,P271,comments,NA
run2,P272,comments,none
run2,P273,comments,NA
run2,P274,comments,"in my experience, usually nouns are masculine, feminine or sometimes neuter. verbs are not. adjectives match the nouns."
run2,P275,comments,NA
run2,P276,comments,NA
run2,P277,comments,NA
run2,P278,comments,none
run2,P279,comments,NA
run2,P280,comments,NA
run2,P281,comments,NA
run2,P282,comments,"on one early question i accidentally pressed ""3"" when i intended ""4"". had to shift my fingers after that."
run2,P283,comments,no problems
run2,P284,comments,thank you.
run2,P285,comments,NA
run2,P286,comments,NA
run2,P287,comments,NA
run2,P288,comments,NA
run2,P289,comments,NA
run2,P290,comments,"please change the word powder to very feminine instead of neutral, and i meant to indicate on the attention check that six is larger than 4, i believe i said strongly agree"
run2,P291,comments,thank you
run2,P292,comments,NA
run2,P293,comments,none
run2,P294,comments,NA
run2,P295,comments,NA
run2,P296,comments,thanks for the survey
run2,P297,comments,NA
run2,P298,comments,"i have a master's degree, but that one isn't one of the options"
run2,P299,comments,NA
run2,P300,comments,NA
run2,P301,comments,"seems like more words are masculine than feminine, why is that? these are fun surveys, keep them coming."
run2,P302,comments,NA
run2,P303,comments,none
run2,P304,comments,NA
run2,P305,comments,NA
run2,P306,comments,NA
run2,P307,comments,NA
run2,P308,comments,NA
run2,P309,comments,NA
run2,P310,comments,"quick survey, thanks!"
run2,P311,comments,NA
run2,P312,comments,NA
run2,P313,comments,NA
run2,P314,comments,NA
run2,P315,comments,NA
run2,P316,comments,NA
run2,P317,comments,none
run2,P318,comments,NA
run2,P319,comments,NA
run2,P320,comments,"none, thanks for the opportunity"
run2,P321,comments,NA
run2,P322,comments,NA
run2,P323,comments,thank you!
run2,P324,comments,this was fun!
run2,P325,comments,NA
run2,P326,comments,NA
run2,P327,comments,NA
run2,P328,comments,NA
run2,P329,comments,NA
run2,P330,comments,NA
run2,P331,comments,NA
run2,P332,comments,NA
run2,P333,comments,NA
run2,P334,comments,NA
run2,P335,comments,everything was fine
run3,P336,gender,female
run3,P337,gender,male
run3,P338,gender,male
run3,P339,gender,male
run3,P340,gender,female
run3,P341,gender,female
run3,P342,gender,male
run3,P343,gender,male
run3,P344,gender,male
run3,P345,gender,male
run3,P336,native,1
run3,P337,native,1
run3,P338,native,1
run3,P339,native,1
run3,P340,native,1
run3,P341,native,1
run3,P342,native,1
run3,P343,native,1
run3,P344,native,1
run3,P345,native,1
run3,P336,languages,none
run3,P337,languages,none
run3,P338,languages,NA
run3,P339,languages,none
run3,P340,languages,none
run3,P341,languages,none
run3,P342,languages,NA
run3,P343,languages,none
run3,P344,languages,none
run3,P345,languages,none
run3,P336,age,38
run3,P337,age,NA
run3,P338,age,51
run3,P339,age,28
run3,P340,age,37
run3,P341,age,NA
run3,P342,age,30
run3,P343,age,38
run3,P344,age,32
run3,P345,age,55
run3,P336,education,4
run3,P337,education,2
run3,P338,education,3
run3,P339,education,3
run3,P340,education,3
run3,P341,education,5
run3,P342,education,2
run3,P343,education,3
run3,P344,education,5
run3,P345,education,3
run3,P336,comments,none
run3,P337,comments,NA
run3,P338,comments,NA
run3,P339,comments,NA
run3,P340,comments,NA
run3,P341,comments,NA
run3,P342,comments,NA
run3,P343,comments,NA
run3,P344,comments,thanks
run3,P345,comments,NA
