book_id,title,review_url
M8,LOVE YOU FOREVER,https://www.amazon.com/Love-You-Forever-Robert-Munsch/product-reviews/0920668372/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M17,MADELINE,https://www.amazon.com/Madeline-Ludwig-Bemelmans/product-reviews/0670445800/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M68,MAISY GOES CAMPING,https://www.amazon.com/Maisy-Goes-Camping-First-Experience/product-reviews/0763643688/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M57,MAISY GOES TO THE LIBRARY,https://www.amazon.com/Maisy-Goes-Library-First-Experience/product-reviews/0763643718/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M18,MAKE WAY FOR DUCKLINGS,https://www.amazon.com/Make-Way-Ducklings-75th-Anniversary/product-reviews/1101997958/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L169,MAMA DON'T ALLOW,https://www.amazon.com/Mama-Dont-Allow-Thacher-Hurd/product-reviews/0064430782/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L200,MIGHTY MONSTER MACHINES (BLAZE AND THE MONSTER MACHINES),https://www.amazon.com/Mighty-Monster-Machines-Blaze-ebook/product-reviews/B00VMU20WI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M33,MIKE MULLIGAN AND HIS STEAM SHOVEL,https://www.amazon.com/Mike-Mulligan-His-Steam-Shovel/product-reviews/0395259398/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L157,MILLIONS OF CATS,https://www.amazon.com/Millions-Cats-Picture-Puffin-Books/product-reviews/0142407089/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L103,MISS NELSON IS MISSING,https://www.amazon.com/Miss-Nelson-Missing-Harry-Allard/product-reviews/0395401461/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M95,MISS RUMPHIUS,https://www.amazon.com/Miss-Rumphius-Barbara-Cooney/product-reviews/0140505393/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L122,"MOO, BAA, LA LA LA!",https://www.amazon.com/Moo-Baa-Sandra-Boynton/product-reviews/067144901X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L198,MORTIMER,https://www.amazon.com/Mortimer-Munsch-Kids-Robert/product-reviews/0920303110/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L229,MR. BROWN CAN MOO! CAN YOU?,https://www.amazon.com/Mr-Brown-Can-Moo-You/product-reviews/0679882820/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L164,MVP: MOST VALUABLE PUPPY,https://www.amazon.com/MVP-Valuable-Puppy-Mike-Greenberg/product-reviews/1481489313/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L123,"NIGHT-NIGHT, LITTLE POOKIE",https://www.amazon.com/Night-Night-Little-Pookie-Sandra-Boynton/product-reviews/1481497715/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M19,"NO, DAVID!",https://www.amazon.com/No-David-Shannon/product-reviews/0590930028/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L209,"NUMBERS, COLORS, SHAPES",https://www.amazon.com/Numbers-Colors-Shapes-First-100/product-reviews/0312510810/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L124,OH MY OH MY OH MY DINOSAURS!,https://www.amazon.com/Oh-My-Dinosaurs-Boynton-Board/product-reviews/1563054418/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M43,"OH, THE PLACES YOU'LL GO",https://www.amazon.com/Oh-Places-Youll-Dr-Seuss/product-reviews/0679805273/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L230,"OH, THE THINKS YOU CAN THINK!",https://www.amazon.com/Oh-Thinks-You-Can-Think/product-reviews/0394831292/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M58,OLIVIA,https://www.amazon.com/Olivia-Ian-Falconer/product-reviews/0689874723/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M69,OLIVIA. . . AND THE MISSING TOY,https://www.amazon.com/Olivia-Missing-Toy/product-reviews/0689852916/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L244,ON THE NIGHT YOU WERE BORN,https://www.amazon.com/Night-You-Were-Born/product-reviews/0312601557/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L231,ONE FISH TWO FISH RED FISH BLUE FISH,https://www.amazon.com/One-Fish-Blue-Read-Myself/product-reviews/0394800133/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M20,OWL MOON,https://www.amazon.com/Owl-Moon-Jane-Yolen/product-reviews/0399214577/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L178,P IS FOR POTTY!,https://www.amazon.com/Potty-Sesame-Street-Lift-Flap/product-reviews/038538369X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L125,PAJAMA TIME!,https://www.amazon.com/Pajama-Time-Boynton-Board-Sandra/product-reviews/0761119752/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L180,PAT THE BUNNY,https://www.amazon.com/Pat-Bunny-Touch-Feel-Book/product-reviews/0307120007/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L145,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,https://www.amazon.com/Pete-Cat-Rocking-School-Shoes/product-reviews/0061910244/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M72,PETE THE CAT: THE WHEELS ON THE BUS,https://www.amazon.com/Pete-Cat-Wheels-Board-Book/product-reviews/0062358529/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L190,"POLAR BEAR, POLAR BEAR, WHAT DO YOU HEAR?",https://www.amazon.com/Polar-Bear-What-Brown-Friends/product-reviews/0805053883/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L203,POTTY,https://www.amazon.com/Potty-Leslie-Patricelli-board-books/product-reviews/0763644765/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L246,PRESS HERE,https://www.amazon.com/Press-Here-Herve-Tullet/product-reviews/0811879542/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L161,PUPPY BIRTHDAY TO YOU! (PAW PATROL),https://www.amazon.com/Puppy-Birthday-Patrol-Little-Golden/product-reviews/0553522779/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L220,RAIN MAKES APPLESAUCE,https://www.amazon.com/Rain-Makes-Applesauce-Julian-Scheer/product-reviews/0823400913/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L173,"SAYONARA, MRS. KACKLEMAN",https://www.amazon.com/Sayonara-Kackleman-Viking-Kestrel-Picture/product-reviews/0670829455/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L141,SHE PERSISTED: 13 AMERICAN WOMEN WHO CHANGED THE WORLD,https://www.amazon.com/She-Persisted-American-Women-Changed/product-reviews/1524741728/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M93,SHOW DOG,https://www.amazon.com/Show-Dog-Meghan-McCarthy/product-reviews/0670036889/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L144,SLOW LORIS,https://www.amazon.com/Slow-Loris-Alexis-Deacon/product-reviews/192913228X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L126,SNUGGLE PUPPY,https://www.amazon.com/Snuggle-Puppy-Boynton-Board-Sandra/product-reviews/0761130675/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L140,SOMETIMES I LIKE TO CURL UP IN A BALL,https://www.amazon.com/Sometimes-Like-Curl-Up-Ball/product-reviews/140270870X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L149,SPAGHETTI IN A HOT DOG BUN: HAVING THE COURAGE TO BE WHO YOU ARE,https://www.amazon.com/Spaghetti-Hot-Dog-Bun-Courage/product-reviews/0615473938/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L110,SQUARE,https://www.amazon.com/Square-Shape-Trilogy-Mac-Barnett/product-reviews/0763696072/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M21,STELLALUNA,https://www.amazon.com/Stellaluna-25th-Anniversary-Janell-Cannon/product-reviews/0544874358/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M22,SYLVESTER AND THE MAGIC PEBBLE,https://www.amazon.com/Sylvester-Magic-Pebble-William-Steig/product-reviews/1442435607/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L155,TEN LITTLE FINGERS AND TEN LITTLE TOES,https://www.amazon.com/Little-Fingers-Toes-padded-board/product-reviews/0547366205/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L160,TEN LITTLE LADYBUGS,https://www.amazon.com/Ten-Little-Ladybugs-Melanie-Gerth/product-reviews/1581170912/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M86,THAT IS NOT A GOOD IDEA!,https://www.amazon.com/That-Not-Good-Idea-Willems/product-reviews/0062203096/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M87,THE BERENSTAIN BEARS AND THE GREEN-EYED MONSTER,https://www.amazon.com/Berenstain-Bears-Green-Eyed-Monster/product-reviews/0679864342/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M59,THE BERENSTAIN BEARS FORGET THEIR MANNERS,https://www.amazon.com/Berenstain-Bears-Forget-Their-Manners/product-reviews/0394873335/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L113,THE BIG HONEY HUNT,https://www.amazon.com/Honey-Hunt-Anniversary-Berenstain-Bears/product-reviews/0394800281/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M9,THE CARROT SEED,https://www.amazon.com/Carrot-Seed-Rise-Shine/product-reviews/0064432106/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M77,THE CAT IN THE HAT,https://www.amazon.com/Cat-Hat-Dr-Seuss/product-reviews/039480001X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L133,THE COLOR KITTENS,https://www.amazon.com/Color-Kittens-Little-Golden-Book/product-reviews/0307021416/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M82,THE DAY THE CRAYONS QUIT,https://www.amazon.com/Day-Crayons-Quit-Drew-Daywalt/product-reviews/0399255370/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M78,THE DUCKLING GETS A COOKIE!?,https://www.amazon.com/Duckling-Gets-Cookie-Pigeon/product-reviews/1423151283/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L172,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,https://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/product-reviews/1442457023/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L232,THE FOOT BOOK,https://www.amazon.com/Foot-Book-Seusss-Wacky-Opposites/product-reviews/0679882804/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L247,THE GARDEN OF ABDUL GASAZI,https://www.amazon.com/Garden-Abdul-Gasazi-Chris-Allsburg/product-reviews/039527804X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M96,THE GARDENER,https://www.amazon.com/Gardener-Sarah-Stewart/product-reviews/031236749X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M23,THE GIVING TREE,https://www.amazon.com/Giving-Tree-Shel-Silverstein/product-reviews/0060256656/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L127,THE GOING TO BED BOOK,https://www.amazon.com/Going-Bed-Book-Sandra-Boynton/product-reviews/0671449028/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M79,THE GROUCHY LADYBUG,https://www.amazon.com/Grouchy-Ladybug-Eric-Carle/product-reviews/069401320X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L150,THE GRUFFALO,https://www.amazon.com/Gruffalo-Julia-Donaldson/product-reviews/0142403873/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L151,THE GRUFFALO'S CHILD,https://www.amazon.com/Gruffalos-Child-Julia-Donaldson/product-reviews/0142407542/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M97,THE HAT,https://www.amazon.com/Hat-Jan-Brett/product-reviews/0399231013/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L134,THE IMPORTANT BOOK,https://www.amazon.com/Important-Book-Margaret-Wise-Brown/product-reviews/0064432270/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M14,THE KEEPING QUILT,https://www.amazon.com/Keeping-Quilt-Patricia-Polacco/product-reviews/0689844476/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M44,THE LITTLE ENGINE THAT COULD,https://www.amazon.com/Little-Engine-Could-Original-Classic/product-reviews/0448405202/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M26,THE LITTLE HOUSE,https://www.amazon.com/Little-House-Virginia-Lee-Burton/product-reviews/039525938X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M27,THE LORAX,https://www.amazon.com/Lorax-Classic-Seuss-Dr/product-reviews/0394823370/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L241,THE MONSTER AT THE END OF THIS BOOK,https://www.amazon.com/Monster-End-This-Book/product-reviews/0307010856/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M32,THE NAPPING HOUSE,https://www.amazon.com/Napping-House-board-book/product-reviews/0544602250/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L253,THE NIGHT BEFORE MOTHER'S DAY,https://www.amazon.com/Night-Before-Mothers-Day/product-reviews/0448452138/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M15,THE OTHER SIDE,https://www.amazon.com/Other-Side-Jacqueline-Woodson/product-reviews/0399231161/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M88,THE PAPER BAG PRINCESS,https://www.amazon.com/Paper-Bag-Princess-Munsch-Kids/product-reviews/0920236162/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M50,THE PIGEON FINDS A HOT DOG!,https://www.amazon.com/Pigeon-Finds-Hot-Dog/product-reviews/0786818697/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L186,THE POKY LITTLE PUPPY,https://www.amazon.com/Poky-Little-Puppy-Golden-Classic/product-reviews/0307021343/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M24,THE POLAR EXPRESS,https://www.amazon.com/Polar-Express-anniversary-Chris-Allsburg/product-reviews/0544580141/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L148,THE POUT-POUT FISH,https://www.amazon.com/Pout-Pout-Fish-Deborah-Diesen/product-reviews/0374360979/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L254,THE REAL MOTHER GOOSE,https://www.amazon.com/Mother-Goose-Blanche-Fisher-Wright/product-reviews/0590225170/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L181,THE RED BALLOON,https://www.amazon.com/Red-Balloon-Albert-Lamorisse/product-reviews/0385003439/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M28,THE RUNAWAY BUNNY,https://www.amazon.com/Runaway-Bunny-Margaret-Wise-Brown/product-reviews/0061074292/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M10,THE SNOWY DAY,https://www.amazon.com/Snowy-Day-Ezra-Jack-Keats/product-reviews/0140501827/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L222,THE STINKY CHEESE MAN AND OTHER FAIRLY STUPID TALES,https://www.amazon.com/Stinky-Cheese-Other-Fairly-Stupid/product-reviews/067084487X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M34,THE STORY OF BABAR,https://www.amazon.com/Story-Babar-Little-Elephant/product-reviews/0394805755/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M37,THE STORY OF FERDINAND,https://www.amazon.com/Story-Ferdinand-Munro-Leaf/product-reviews/044845694X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M36,THE TALE OF PETER RABBIT,https://www.amazon.com/Tale-Peter-Rabbit-Beatrix-Potter/product-reviews/0723247706/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L199,THE THREE QUESTIONS,https://www.amazon.com/Three-Questions-Based-story-Tolstoy/product-reviews/0439199964/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M80,THE TRUE STORY OF THE 3 LITTLE PIGS!,https://www.amazon.com/True-Story-Three-Little-Pigs/product-reviews/0140544518/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M62,THE VERY HUNGRY CATERPILLAR,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/product-reviews/0399226907/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L257,THE WHEELS ON THE BUS,https://www.amazon.com/Wheels-Bus-Paul-Zelinsky/product-reviews/0525446443/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L188,THE WONDERFUL THINGS YOU WILL BE,https://www.amazon.com/Wonderful-Things-You-Will-Be/product-reviews/0385376715/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L233,THERE'S A WOCKET IN MY POCKET!,https://www.amazon.com/Theres-Wocket-Pocket-Seusss-Ridiculous/product-reviews/0679882839/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M61,THERE'S AN ALLIGATOR UNDER MY BED,https://www.amazon.com/Theres-Alligator-under-My-Bed/product-reviews/0803703740/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M60,THIS IS NOT MY HAT,https://www.amazon.com/This-Not-Hat-Jon-Klassen/product-reviews/0763655996/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L107,"THOMAS AND FRIENDS: GO, TRAIN, GO!",https://www.amazon.com/Go-Train-Thomas-Friends/product-reviews/0375834613/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L108,THOMAS THE TANK ENGINE: THE VERY FIRST STORIES,https://www.amazon.com/Thomas-Tank-Engine-Stories-Friends/product-reviews/055352335X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L128,TICKLE TIME,https://www.amazon.com/Tickle-Time-Boynton-Board-Book/product-reviews/0761168834/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L197,TIKKI TIKKI TEMBO,https://www.amazon.com/Tikki-Tembo-Arlene-Mosel/product-reviews/0312367481/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L154,TIME FOR BED,https://www.amazon.com/Time-Bed-Mem-Fox/product-reviews/0152010661/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L142,TODAY I'LL BE A PRINCESS,https://www.amazon.com/Today-Ill-Princess-Paula-Croyle/product-reviews/1449428657/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M100,TRAIN,https://www.amazon.com/Train-Elisha-Cooper/product-reviews/0545384958/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M81,TRASHY TOWN,https://www.amazon.com/Trashy-Town-Andrea-Zimmerman/product-reviews/0060271396/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L111,TRIANGLE (SHAPE TRILOGY),https://www.amazon.com/Triangle-Shape-Trilogy-Mac-Barnett/product-reviews/076369603X/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L248,TUESDAY,https://www.amazon.com/Tuesday-David-Wiesner/product-reviews/0395870828/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L215,WE'RE GOING ON A BEAR HUNT,https://www.amazon.com/Were-Going-Classic-Board-Books/product-reviews/0689815816/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L187,WELCOME LITTLE ONE,https://www.amazon.com/Welcome-Little-One-Sandra-Magsamen/product-reviews/1492632643/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M99,WHEN DINOSAURS CAME WITH EVERYTHING,https://www.amazon.com/Dinosaurs-Everything-Junior-Library-Selection/product-reviews/0689869223/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L218,WHERE DO DIGGERS SLEEP AT NIGHT?,https://www.amazon.com/Where-Do-Diggers-Sleep-Night/product-reviews/0385374151/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L174,WHERE IS BABY'S BELLY BUTTON,https://www.amazon.com/Where-Babys-Belly-Button-Lift/product-reviews/0689835604/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L168,WHERE IS THE GREEN SHEEP?,https://www.amazon.com/Donde-oveja-verde-English-Spanish/product-reviews/0547396945/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L236,WHERE THE SIDEWALK ENDS,https://www.amazon.com/Where-Sidewalk-Ends-Poems-Drawings/product-reviews/0060256672/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M35,WHERE THE WILD THINGS ARE,https://www.amazon.com/Where-Wild-Things-Maurice-Sendak/product-reviews/0064431789/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L166,WHERE'S SPOT?,https://www.amazon.com/Wheres-Spot-Eric-Hill/product-reviews/0399240462/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L245,WHEREVER YOU ARE MY LOVE WILL FIND YOU,https://www.amazon.com/Wherever-You-Are-Love-Will/product-reviews/1250017971/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L175,WHISTLE FOR WILLIE,https://www.amazon.com/Whistle-Willie-Ezra-Jack-Keats/product-reviews/0670880469/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L195,WINNIE THE POOH,https://www.amazon.com/Complete-Tales-Winnie-Pooh/product-reviews/0525457232/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
M89,WINTER DAYS IN THE BIG WOODS,https://www.amazon.com/Winter-Woods-First-Little-House/product-reviews/0064433730/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L234,YERTLE THE TURTLE,https://www.amazon.com/Yertle-Turtle-Other-Stories-Seuss/product-reviews/0394800877/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L158,YOU GET WHAT YOU GET,https://www.amazon.com/You-Get-What-Little-Boost/product-reviews/1479521574/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L105,ANNO'S JOURNEY,https://www.amazon.com/Annos-Journey-Mitsumasa-Anno/product-reviews/0698114337/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews
L112,JOURNEY,https://www.amazon.com/Journey-Aaron-Beckers-Wordless-Trilogy/product-reviews/0763660531/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews